id,input_text,labels
kzp_train_033441,ол батпақтанған жазықпен ылғалды экваторлы ормандардың арасымен ағады мұхиттан км қашықтықта әлемдегі ең үлкен атырау түзеді аумағы шамамен км²,O O COMMA O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_040254,соның нәтижесінде эритроциттер өзінің басты міндеті оттегін тасымалдау кабілетінен айырылады гемоглобиннің қан илазмасына шығуын гемолиз деп атайды,O O O O O O O O O PERIOD O O O O O O PERIOD
kzp_train_051864,көтерісшілер саны мың салт атты адамға жетті олар патша өкіметінің маңғыстаудағы барлық тірегін кәсіпшілердің кәсіпорындарын құрылыс-жайларын ойрандады,O O O O O O PERIOD O O O O O COMMA O COMMA O PERIOD
kzp_train_048739,ол елшіліктерді қабылдаған шыңғыс хан да өз тарапынан хорезмге елшілік аттандырды екі жақты келісімдерден кейін көп ұзамай түйеден тұратын құрамында адам бар сауда керуені жылы қарақорымнан отырар қаласына келіп жетті,O O O O O O O O O O PERIOD O O O O O O O COMMA O O O O O O O O O O PERIOD
kzp_train_035000,финн вулфхард finn wolfhard; туылды: желтоқсан 2002; ванкувер британдық колумбия канада канадалық актер оғаш дүниелер телехикаясындағы майк уиллер және бұл қорқынышты фильміндегі ричи тозиер рөлі үшін танымал,O O O O O O O COMMA O COMMA O O PERIOD O O O O O O O O O O O O O PERIOD
kzp_train_003429,мемлекеттік қызметтің тартымдылығын арттыру үшін мемлекеттік аппараттың ұйымдастыру мәдениетін өзгерту қажет,O O O O O O O O O O PERIOD
kzp_train_004177,"сан-марино сан-марино мемлекетінің елордасы қала халқы 4,6 мың адам сан-мариноны жылы тас қалаушы әулие маринмен негізделген",O O O PERIOD O O O O O O O O O O O PERIOD
kzp_train_021261,жеті шың әлемнің алты бөлігінде еуропа мен азияны сондай-ақ солтүстік және оңтүстік американы бөлек есептегенде орналасқан ең биік шыңдар,O O O O O O O COMMA O O O O O O O O O O PERIOD
kzp_train_007937,қылмыстық топ мүшелері мен ұрланған тауарды алушы уақытша ұстау изоляторына отырғызылды қазір олар алты ұрлыққа қатысы бар деп күдіктелуде алайда полиция қызметкерлері олардың қылмыстары одан да көп болуы мүмкін екенін жоққа шығармайды,O O O O O O O O O O PERIOD O O O O O O O COMMA O O O O O O O O O O O O PERIOD
kzp_train_037618,джоплиннің өнерге деген қызығушылығы тек жылдары ашылды жылы ол туралы скотт джоплин атты бифографиялық фильм түсірілген болатын ол жерде басты рөлді билли ди уильямс сомдады,O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O O PERIOD
kzp_train_046102,ілкіаңдар алғашқы аңдар немесе жұмыртқа салатын сүтқоректілер жұмыртқа салады құстарға ұқсас клоакасы болады,O O O O O O O O PERIOD O O O PERIOD
kzp_train_054162,оны жұрттың бәрі біледі бұның шындығына ешкім де дауласпайды,O O O PERIOD O O O O PERIOD
kzp_train_003254,өте қарапайым және ыңғайлы тағамдық құрал ас үй пышағы баспайтын болаттан жасалған сым болып табылады ол өте өткір және кесу бетіне қатты немесе жұмсақ оңай ауысады,O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O PERIOD
kzp_train_004910,оны қалай жақсы көріп кетем мен сонда алдағы өмірде соғаан күйеуге шығам ба..,O O O O O COMMA O O O O O O PERIOD
kzp_train_019979,жаңа оқу жылының басталуына санаулы күндер қалды әр білім беру ұйымында дайындық жұмыстары жүріп жатқаны анық,O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_006593,ары қарай әнші тыңдармандарына “ал сіздердің сүйіктілеріңізбен қарым-қатынастарыңыз қандай?” деген сұрақ қойды желі қолданушылары аталған сұраққа жауап беріп пікірлерін бөлісті,O O O O O O O O O O O PERIOD O O O O O COMMA O PERIOD
kzp_train_047586,демографиядағы ең басты мәселе халықтың ұдайы өзгеруін өсу мөлшерін дамуын анықтау халықтың ұдайы өзгерісі ұрпақ алмасу туу мен өлу яғни табиғи жағдай арқылы жүзеге асады,O O O O O O COMMA O COMMA O PERIOD O O O O COMMA O O COMMA O O O O O PERIOD
kzp_train_005859,жалпы қалалық мектеп бітірушілер салтанаты қош бол мектебім! деген атпен үстіміздегі жылы тобыл өзенінің жанындағы шағала жағайында өтті әдетте жыл сайын салтанат кеші облыс әкімдігі жанындағы алаңда өтуші еді,O O O O O O COMMA O O O O O O O O O O PERIOD COMMA O O O O O O O O O PERIOD
kzp_train_036140,бұл брендпен тағы да кәсіпқой боксерларға да америкалық футболға да аяқ-киім шығарылады бұл аяқ-киім әлемнің барлық баскетболшыларының құрметі мен махаббатына ие болды,O O O O O O COMMA O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_031964,ол әуелі киш шумер елі билеушісін талқандап аккад княздігін құрады кейін умма патшасы лугальзагесиге соққы беріп оңтүстік месопотамияны жаулап алады,O O O O O O COMMA O O PERIOD O O O O O COMMA O O O PERIOD
kzp_train_045985,көбелектердің дернәсілінің не деп аталады,O O O O QUESTION
kzp_train_034537,бірімен-бірі дәнекер ұлпалар шеміршек пен сүйек арқылы байланысқан сүйектерден қаңқа түзіледі қаңқа ағзаның тірегі ал бұлшықеттер қимыл-қозғалысты қамтамасыз етеді,O O O O O O O O O O PERIOD O O COMMA O O O O PERIOD
kzp_train_018036,жалпы бұл осыдан жыл бұрын болған оқиға мен оны мәдениетке серпін беру мақсатында мысал ретінде айттым,COMMA O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_011798,ал қазір бұл біздің қауіпсіздікті қамтамасыз ету үшін жасалған шаралар деген жауабын берген,COMMA O O O O O O O O COMMA O O PERIOD
kzp_train_006278,тағы бір айта кетерлігі аталмыш жоба аясында тұрғын үй жинақ банкі ипотеканы белгілі бір мөлшердегі пайызбен жылға береді,O O O COMMA O O O O O O O O O O O O O PERIOD
kzp_train_038439,сақина жаңа зеландиядан басталып азияны жағалап аляскаға жетіп сосын америка құрлығының оңтүстігіне дейін созылып барады отты шеңбердің тұрқы жүзікке тағаға ұқсайды және мың шақырымға дейін созылып жатыр,O O O COMMA O O O COMMA O O O O O O PERIOD O O O COMMA O O O O O O O PERIOD
kzp_train_021187,он айлық сәбидің тек емшек емгені дұрыс па,O O O O O O O QUESTION
kzp_train_019910,2.2 ұлттық банкпен коммерциялық банктердің векселді есепке алуы ..,PERIOD O O O O O O O PERIOD
kzp_train_005513,қайтыс болған өмірден өткен адамға құран бағыштау дұрыс..,O O O O O O O PERIOD
kzp_train_020112,құқықтар мен бәсекелестікке қарсы әрекеттер бұзу үшін жауапкершілікке қатысты ақпараттың маңызын сонымен қатар еаэо шеңберінде бизнес жүргізуде құқықтарды білу жйында еэк бәсекелестік саясат және мемлекеттік сатып алу саласындағы саясат де​партаментінің директоры әлия жұмабаева хабарлады,O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_051038,бірақ ішкі қырқыс түргеш мемлекетін әбден тұралатып тастады жылы түрік тілді қарлұқ тайпаларының әрекетінен түргеш мемлекеті құлады,O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_001028,қазіргі заманға лайықтап жасадық мысалы қажымұқанның жас кезі тарихта жоқ,O O O PERIOD COMMA O O O O PERIOD
kzp_train_055874,жылда қытайға қайта оралады гонконг дәрiгерлiк институтын бiтiрдi,O O O PERIOD O O O PERIOD
kzp_train_017250,қалай ойлайсыз: бұл міндетті түрде болуы тиіс түйіндеме қоса берілуі немесе оған,O O O O O O O O O O O QUESTION
kzp_train_008671,кәсіпті ашпас бұрын ең алдымен қандай қиындықтарға тап болдыңыз,O O O O O O O O QUESTION
kzp_train_016951,бұл ретте бжзқ-ның басқа қызметтерi мен мiндеттерi оның iшiнде шетелге тұрақты тұруға кету мүгедектiк жерлеу және мұрагерлiкке байланысты төлемдер мен ерiктi зейнетақы жарналары бойынша төлемдердi жүзеге асыру сондай-ақ мзж мен мкзж есебiнен қалыптасқан ай сайынғы зейнетақы төлемдерiн есепке алу есептеу мәселелерi және стратегиялық мiндеттер сол өзгерiссiз күйiнде қалады,O O O O O O COMMA O O O O O COMMA COMMA O O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O O O O O O O O PERIOD
kzp_train_015390,данияда муниципалдық реформаларды өткізу нәтижесінде жылдың қаңтарында құрылды бұл реформалар бойынша даниядағы дәстүрлі уездер амттар бес ірі аймаққа ауыстырылды,O O O O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_031293,қатты дискінің негізгі мақсаты қандай,O O O O QUESTION
kzp_train_017489,2.әр сөйлемнің бірінші сөзін бас әріптен бастап жазып соңына нүкте қойып көшіріңдер келесі тапсырма өлеңді мәнерлеп оқу,O O O O O O O COMMA O O O PERIOD O O O O PERIOD
kzp_train_052002,қыпшақ атауы ежелгі түркінің шина усу ескерткішінде алғаш кездеседі қазақша “қыпшақтану” мақмұт қашқари еңбегі бойынша ғ-дағы қыпшақтардың құрамына имақ субар қаңлы қарабөрікті тоқсаба жете бөрілі т.б,O O O O O O O O O O PERIOD O O O COMMA O O O COMMA COMMA COMMA COMMA COMMA COMMA COMMA PERIOD
kzp_train_000047,халық қиын кездерде өз күштерімен жылыту жүйелерін орнатқанын білеміз алайда қазір бізде пәтерлерді қауіпсіз орталық жылу жүйесіне қосуымызға барлық мүмкіндіктер бар,COMMA O O O O O O O PERIOD COMMA O O O COMMA O O O O O O PERIOD
kzp_train_016325,рихард одан соң бізге керамика дүкенін аралатты қыштан жасалған бұйымдар көзді арбайды,O O COMMA O O O PERIOD O O O O PERIOD
kzp_train_025533,кәсіпорынның экономикалық дағдарысқа қарсы басқаруды қамтамасыз ету жүйесі басқаруға ерекшелік беретін қасиеттерге ие: икемділік және бейімделу өзгеру және өз уақытында жағдайға назар аудару қажеттілігі сондай ақ кәсіпорын әлеуеті мен басқарудың ресми емес әдістерін тиімді пайдалану мүмкіндігі бұл туралы біз жоғарырақта айтқан болатынбыз,O O O O O O O O O O O O O O O COMMA O O O O O O O COMMA O COMMA O O O O O O O O O PERIOD O O O O O PERIOD
kzp_train_030583,бұл сайыста бразилия командасы жеңіске жеткен соңғы шешуші ойында олар швеция командасын 5:2 есебімен жеңді.сол бразилия құрамасында жасар пеле ойнады,O O O O O PERIOD O O O O O O O O O O O O O PERIOD
kzp_train_026964,ішкі конкурсқа қатысуға ниет білдірген азаматтар конкурс өткiзетiн мемлекеттiк органға құжаттарын қолма-қол тәртіпте почта арқылы не хабарландыруда көрсетілген электрондық почта мекенжайына электронды түрде не е-gov электронды үкімет порталы арқылы құжаттарды қабылдау мерзімінде тапсырады тапсырады,O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_047046,"әлемдік мұхиттың зиянды және улы заттармен мұнаймен және мұнай өнімдерімен радиоактивті заттармен ластануы үлкен алаңдатушылық тудырып отыр ластанудың масштабын мына мәліметтерден көруге болады: жағалаудағы суларға жыл сайын млн тонна темір 6,5 млн тонна фосфор 2,3 млн тонна қорғасын бөлінуде",O O O O O COMMA O O O COMMA O O O O O O PERIOD O O O O O O O O O O O O COMMA O O COMMA COMMA O O O O PERIOD
kzp_train_013064,жолдасым мен балам қазақстан азаматтары жылы оқуға түсіп жыл қазақстанда білім алдым,O O O O PERIOD O O COMMA O O O PERIOD
kzp_train_025375,мысалы біздің қарулы күштеріміз шекараны қорғап тұруда қандай қажет болса әдебиет пен тілдің дамуы да қазақ мемлекетінің жойылып кетпеуі үшін сондай қажет біз түгілі немістер мен француздардың өзі ағылшын тілі мен қытай тілінің экспанциясынан қорғану үшін керемет жұмыстар жасап жатыр,COMMA O O O O O O O O COMMA O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O PERIOD
kzp_train_056266,постиндустриалды елдер деген атау орнықты қара постиндустриалды қоғам ал дамушы елдерде “үшінші әлем” деген түсініктер қалып қойды,O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_012310,олардың қатарында күтімді қажет ететін түрлі жануарлар мен құстар да бар үй жиһазы мен балалар ойыншығы киімі тағы бар,O O O O O O O O O O PERIOD O O O O COMMA O O PERIOD
kzp_train_012983,сынау нәтижесі шырғанақ майын қабылдаған науқастар тобымен салыстырылды эксперимент нәтижесінде айқын оң нәтижелер қызыл май препараты жағында болды,O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_046266,оның кейбір түрлерінде жасушалар басым болады ал басқа өкілдерінде керісінше жасушааралық заттар көбірек болады дәнекер ұлпасының атқаратын қызметі жасушалар мен жасушааралық заттың ара-қатынасына тікелей байланысты,O O O O O COMMA O O O O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_025304,әркім өз мүмкіндігінше ақша мен киім-кешек әкелді су тасқынынан зардап шеккен адамдарға көмектесу жөніндегі ақпаратты өз жақтастары мен таныстары арасында таратты,O O O O O O PERIOD O O O O O O O O O O O O O PERIOD
kzp_train_034330,айға жеткен екінші адам кім,O O O O QUESTION
kzp_train_039360,4-пиррол сақинасының жанама тізбегіндегі пропион қышқылы күрделі эфирлі байланыс арқылы фитол спиртімен с20н39он жалғасқан хлорофилл молекуласындағы тетрапирролдық циклдің сырт жағындағы көміртек атомдары сандарымен белгіленеді,O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_044349,түрді латын тілінде қос атпен атауды ғылымға ұсынған ғалым кім,O O O O O O O O O QUESTION
kzp_train_015171,"1>үл стандарттардың индексіне е немесе э""7 әріптері косылып жазылуы да мүмкін онда е егер өнім дүние жүзілік стандартқа сәйкес келсе; э -шет елге шығарылатын өнімдерге қойылады",O O O O O O O O O O PERIOD O O O O O O O O O O O O O O PERIOD
kzp_train_029507,финалда гфр құрамасын 4:2 есебімен ұтқан англия тұңғыш рет әлем чемпионы атанды,O O O O O O O O O O O PERIOD
kzp_train_045374,айқұлақта бас болмағандықтан оның тілі де жұтқыншағы да жоқ сондықтан қорек тікелей өңешке түседі,O O COMMA O O COMMA O O PERIOD O O O O PERIOD
kzp_train_009876,еске сала кетсек бұл елімізде болып отырған осыған ұқсас бірінші жағдай емес ақпан айының соңында полицейлер қызылордада мұзды судан тұрғынды алып шыққан болатын,O O COMMA O O O O O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_017011,ұстазым әрбір сабағын үнемі қызықты өткізеді сол себепті,O O O O O PERIOD O O
kzp_train_055402,сәбит мұқанұлы мұқанов жылы сәуірде туған ақмола губерниясы қызылжар уезі жылы сәуірде қайтыс болған алматы қазақтың әйгілі жазушысы ақыны қоғам қайраткері қазақ кср ғылым академиясының академигі және жылдары қазақстан жазушылар одағының төрағасы,O O O O O COMMA O COMMA O O O O O COMMA O O O COMMA COMMA O COMMA O O O O COMMA O O O O O PERIOD
kzp_train_017048,сонымен біздің саудагер әріптесіміз қазақстанға қайтып тауарды күтеді расында арада жарты ай өткенде екі вагон тауары келеді,COMMA O O O O COMMA O PERIOD O O O O O O O O PERIOD
kzp_train_056284,гомерді өлең шығарарда музалар шабыттандырып отырған гомер бүкіл грекияны кіші азия жағалауларын аралап жүріп өлең шығарған поэтикалық жарыстарға қатысқан соқыр ақын болған деген де болжам бар,O O O O O PERIOD O O COMMA O O O O O O COMMA O O O O O O O O O PERIOD
kzp_train_005076,барлығы қымбат жолды санамағанда екі аптада тамақты өзім жасағанның өзінде еуро жұмсадым дейді тимати,O PERIOD O COMMA O O O O O COMMA O COMMA O PERIOD
kzp_train_028117,өкпеден тіндерге оттек о2 ал тіндерден өкпеге көміртектің қос тотығын со2 тасымалдайды бұдан басқа ағзадағы қышқылды-сілтілі тепе-теңдікті реттейді қан плазмасынан аминқышқылдары мен липидтерді адсорбциялап оларды тіндерге жеткізеді адам мен жануарлардың эритроциттерның құрамында ядро болмайды,O O O COMMA O O O O O O O COMMA O O O O O COMMA O O O O O COMMA O O PERIOD O O O O O O PERIOD
kzp_train_047282,жапониядағы халықаралық мамандану саласына не жатады,O O O O O QUESTION
kzp_train_045021,алқа тұқымдастардың гүлсерігі қандай,O O O QUESTION
kzp_train_042628,шымылдық ішінде отырған келіннің басына орамал жауып той өтіп жатқан үйдің ең жақын үлгілі келіндері екі жағынан қолтықтап алып шығады беташардың тәрбиелік мәні зор болғандықтан келіншектің екі жағына тұратын әйелдер жесір жеңілтек т.б,O O O O O O COMMA O O O O O COMMA O O O O O O PERIOD O O O O COMMA O O O O O COMMA COMMA PERIOD
kzp_train_025726,жақсы маман болу үшін адам нені білуі және үйренуі қажет,O O O O O O O O O QUESTION
kzp_train_048922,өскенбай бидің бәйбішесі құнанбай қажының анасы азан шақырып қойған аты тоқбала,O O COMMA O O PERIOD O O O O PERIOD
kzp_train_010281,жолдауда экспортқа бағытталған индустрияландыру мәселесі және халық тұтынатын тауарларды өндіру аясын кеңейту қажеттігі айтылды бұл бағытта қаламыздағы кублей пош руно квант стекло-сервис орал құс фабрикасы секілді ірі кәсіпорындар жұмыс жасауда деп сөзін сабақтаған қала әкімі мектепке дейінгі білім беру саласының маңыздылығын да атап өтті,O O O O O O O O O O O O O PERIOD O O O COMMA O COMMA COMMA COMMA O O O O O O O COMMA O O O O O O O O O O O O O PERIOD
kzp_train_015347,жалағашта айтыстың өткеніне қуаныштымын танымал ақындарды көріп жатырмын,O O O PERIOD O O O PERIOD
kzp_train_050512,жылы цин императоры кансидің өлімінен соң севан рабдан енді басты күшті қазақ хандығына бағыштады кенеттен жасалған шабуылды күтпеген қазақ қолы соғысқа дайын емес болатын,O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_048734,арасынан алты үлкен оба қазылды бұлардың қатты тоналған үшеуінен заттай дерек кездеспеген төртіншісінен үлкен төртбұрышты қабір ішіне басын батысқа қарата бірге жерленген екі адамның мүрдесі темір түйреуіш көптеген алтын жапсырмалар табылды,O O O O COMMA O O O O O O PERIOD O O O O O O O O O O O O COMMA O COMMA O O O PERIOD
kzp_train_054858,бұл еңбекте қорқыт асан қайғы алдар көсе жиренше күй аңызы деп жеке тарауларға бөліп те талданған қазақтың ауыз әдебиеті мақаласында аңыз жанрын ертегілермен бірге алып қарастырған,O O COMMA O COMMA O COMMA COMMA O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_007053,шын жүректен шыққан сөздер ғана жүректерге жетіп көкірекке сіңсе керек болашақ тұңғыш президенттің қолына алғаш қалам ұстатқан ұстаздан асқан бақытты адам жоқ шығар деп ойлаймын,O O O O O O COMMA O O PERIOD O O O O O O O O O O O O O O PERIOD
kzp_train_021851,мқұ қызметтерін пайдаланыңыз bystrozaym қарт тұтынушылары болып табылады l сіз төлқұжатын көмек ала алады,O O O O O O O O PERIOD O O O O PERIOD
kzp_train_029253,ықшам машиналарда дискжетектердің қажеттілігінен аулақ болу үшін тұрақты сақтауыш құрылғыда жазылған операциялық жүйені пайдаланады,O COMMA O O O O COMMA O O O O O O PERIOD
kzp_train_029021,өз кезегінде бұл топтар келесі салалық топтарға бөлінеді: ауыр машина жасау; жалпы машина жасау; орта машина жасау; нақты машина жасау; металл бұйымдары мен дайындамаларды өндіру; машиналар мен жабдықтарды жөндеу,O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_001540,"кім үлкендермен сөз таластырмай басын төмен иіп,арызына жауап күтіп қалды",O O O COMMA O O O O O QUESTION
kzp_train_002958,ешқандай дерт мүгедектік бұл заңдылықты жоққа шығара алмайды оны дәлелдеп әуре болмайық,O COMMA O O O O O PERIOD O O O PERIOD
kzp_train_047728,в.и вернадский бойынша биосферада әр түрлі бірақ өзара байланыстағы зат түрлерін бөлуге болады олар: тірі заттар биогендік заттар енжар заттар биологиялық енжар заттар радиоактивті заттар шашыранды атомдар ғарыштық заттар,PERIOD O O O O COMMA O O O O O O COMMA O O COMMA O COMMA O COMMA O O COMMA O COMMA O COMMA O PERIOD
kzp_train_056219,сонымен қатар мұны ол санасыз түрде өз ырқынан тыс жасайды адам мінез-құлқын меңгерудегі санадан тыс уәждердің атқарар рөлін анықтай отырып фрейд психологияда жаңа бағыттың негізін салды,O O O O O O O O O PERIOD O O O O O O O O O O O O O O O PERIOD
kzp_train_018148,отчет государственной аттестационной комиссии по докторантуре по специальности фармация с.ж асфендияров атындағы қазақ ұлттық медицина университеті қазұму,O O O O O O O O O PERIOD O O O O O O O
kzp_train_021250,біз конкурс туралы естіген кезде көп ойланбастан қатысуды ұйғардық ұжымымыздың жас болғанына қарамастан бізде осы тектес логотиптер жасаудан тәжірибеміз бар,O O O O COMMA O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_025330,мұнда адамды жұмыспен қамтылып отыр қазақстан және ресей аумағына тауар таратады,O O O O PERIOD O O O O O PERIOD
kzp_train_037288,жанартау кратерлерінде пайда болған көлдер көп климаты қоңыржай теңіздік орт,O O O O O PERIOD O O COMMA PERIOD
kzp_train_003013,оралда сот млн теңге пара алды деп айыпталған мемлекеттік кірістер департаментінің қызметкері нұрболат урналиевке үкім шығарды деп хабарлайды уральская неделя,O O O O O O O O O O O O O O O COMMA O O O PERIOD
kzp_train_020037,кәсіби стандарттардың талаптарын ескеріп білім бе­рудің жаңа бағдарламаларын әзірлеу қажет немесе қазіргі бағдарламаларды жаңарту керек,O O O COMMA O O O O O O O O O O PERIOD
kzp_train_040570,жойылған қосмекенділердің орнына құрлыққа жақсы бейімделген терісі мүйізді қабыршақпен немесе сырты қатты қабықпен қапталған сары уызға бай жұмыртқа салып көбеюге бейімделген тыныс алуы қан айналымы жақсы жетілген бауырымен жорғалаушылар пайда болды олар жер бетіне кең тарала бастады,O O O O O O O O O O O O O COMMA O O O O O O COMMA O COMMA O O O O O O O PERIOD O O O O O PERIOD
kzp_train_053127,жылы орта азия хандықтарына қарсы тентектөре басқарған қазақ шаруаларының қозғалысы басталды көтерілісшілер саны мыңнан асып түркістан шымкент әулиеата сайран өңірін қамтыды,O O O O O O O O O O PERIOD O O O COMMA COMMA COMMA COMMA O O PERIOD
kzp_train_018136,uber компаниясы бүкіл егжей-тегжейге жете қарап сізге қолайлы уақытта көлік жүргізу мүмкіндігін береді,O O O O O COMMA O O O O O O PERIOD
kzp_train_012085,ақтөбеліктердің сұрақтарына ұсыныс-тілектеріне қаланың мемлекеттік мекемелерінің басшылары жауап береді оның ішінде білім бөлімінің жер қатынастары тұрғын үй-коммуналдық шаруашылығы сәулет және қала құрылысы жұмыспен қамту кәсіпкерлік жолаушылар көлігі ауыл шаруашылығы бөлімдерінің тұрғын үй қорын есепке алу секторының басшылары бар,O COMMA O O O O O O PERIOD O COMMA O COMMA O COMMA O O COMMA O O O COMMA O COMMA COMMA O COMMA O O COMMA O O O O O O O PERIOD
kzp_train_035632,хоббит және сақиналардың иесі қашан жазылды,O O O O O QUESTION
kzp_train_028748,ақшақар туралы алғашқы фильм қашан шықты,O O O O O QUESTION
kzp_train_016917,бейсенбі күні оппозициялық саясаткерлер мен белсенділер президент нұрсұлтан назарбаевқа ұлт көшбасшысы мәртебесін беруге қарсы баспасөз маслихатын өткізді,O O O O O O O O O O O O O O O O PERIOD
kzp_train_029821,антуан де сент-экзюпери кішкентай ханзаданы қайда жазды,O O O O O O QUESTION
kzp_train_023162,сандық статистикалық мәліметтерді графикалық ресімдеу қиын процесті көзбен шолу және қызықты есте қалатын формада беру,COMMA O O O COMMA O O O O O O O O O PERIOD
kzp_train_028361,ұшақтың қанаты көтергішті қалай жасайды физиканың қандай тұжырымдамасы қолданылады,O O O O COMMA O O O QUESTION
kzp_train_028606,содан жыл сайын миллион адам шейіт болады екен шөлді шөлейтті жартылай шөлейтті болып келетін қазақстанда суға қаталап жатқан ел,O O O O O O O PERIOD COMMA COMMA O O O O O O O O PERIOD
kzp_train_018980,философиялық еңбектері бар екенін көбісі біле бермейді сондықтан да бұл,O O O O O O PERIOD O O O
kzp_train_027318,бас мүфти мұражайдағы арнайы кітапшаға мәшһүр жүсіптің мол мұрасы жайлы ой-пікірін жазып қолтаңбасын қалдырды,O O O O O O O O O O O COMMA O PERIOD
kzp_train_038371,кроссинговер ағылш crossіng-over айқасу гомологтық хромосомалардың ұқсас бөліктері арасындағы ажырау және қайта бірігу нәтижесінде болатын айқасу,O PERIOD O O O O O O O O O O O O O PERIOD
kzp_train_030117,б.басқа жақтан аддикция адамның қоршаған ортаның қиындықтарына адаптация ретінде қабылдауға болады ең қарапайым аддикция нысандары темекі шегу мен алкогольдік ішімдіктер,O COMMA O O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_043017,==шығармалары== ақын тегімді менің сұрасаң ал қарағай сұлу сындарлы о сарыарқа сарыарқа асқар таудың сәні жоқ атты өлеңдерінде ел басқару ісіндегі озбырлық әділетсіздікті патшаның отаршылдық саясатының әсерінен жер-қонысынан айрылған ел жағдайын сөз етсе сүлейменге кеңесбайға бараққа ел аралаған ишанға еспембет өлеңдерін жеке кісілерге арнайды ақын ғасырдың жылдарында өндіре жазған,O O O O COMMA COMMA O O COMMA COMMA COMMA COMMA O O O O O O O O O COMMA COMMA O O O O O O O O O COMMA COMMA COMMA COMMA O O COMMA O O O O PERIOD O O O O PERIOD
kzp_train_033119,эндокринді бездер немесе ішкі секреция бездері(glandula endocrinae лат glandula без грек endon ішкі krino бөлу инкреттерін гормондар организмнің сұйық ішкі ортасына қан лимфа ұлпа сұйығы бөлетін бездер,O O O O O O COMMA PERIOD O COMMA COMMA O COMMA O O O O O O O O COMMA COMMA O O O PERIOD
kzp_train_030074,солкезде оз әлемінің сиқыршысы сендердің армандарың әлдеқашан орындалдыдеп айтты тұлыб сен дороти ес түссіз жатқанда оны аман сақтап қалужолын тауып едің ғой егер миың болмаса қалай бұл мәселені шешер едің,COMMA O O O O O O O PERIOD COMMA O O O O O O O O O O O COMMA O O O O O O O QUESTION
kzp_train_038144,"сарапшылар пикассоны ең қымбат суретші деп атады жылы оның жұмыстарының тек ресми сатылымдарының көлемі млн долл[2 құрады жылдың мамырында пикассоның кристис аукционында 106,482 миллион долларға сатылған жалаңаш жасыл жапырақтар және мүсін картинасы дүние жүзінде қашан да болсын сатылған ең қымда өнер туындысына айналды",O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O O O O O O O O O O PERIOD
kzp_train_054361,құрылысы түрі жағынан алғанда бұл айтыс салт айтыстың ең биігі,COMMA O O COMMA O O O O O PERIOD
kzp_train_046891,"қазақстанда миллионнан астам адам шамамен 130-дан астам этнос тұрады оның 48,71 ерлер 51,29 әйелдер",O O O COMMA O O O O PERIOD O O COMMA O PERIOD
kzp_train_046822,табиғат зонасы бағытта өзгереді: 1.ендік зоналылық-табиғат зонасының ендік бағытта экватордан полюстерге қарай алмасып келуі биіктік белдеулік-табиғат зоналарының тауларда биіктікке байланысты ауысып келуі,O O O O O O O O O O O O O PERIOD O O O O O O O PERIOD
kzp_train_032758,футболдан әлем чемпионатының тарихында кім көп гол соқты,O O O O O O O QUESTION
kzp_train_035528,қазіргі кезде бірқатар мемлекеттердің конституциясы бойынша сол мемлекеттің басшысы жоғарғы бас қолбасшыміндетін қоса атқарады атап айтқанда ақш франция ресей мемлекеттерінде жоғарғы бас қолбасшы президент жапонияда император ұлыбританияда король немесе королева германияда федеральдік канцлер т.с.с,O O O O O O O O O O O O O PERIOD O COMMA COMMA COMMA O O O O O COMMA O COMMA O O O COMMA O O COMMA PERIOD
kzp_train_025078,оқу бітірген жылы сол әсермен алматыға абай атындағы қазпи-ге оқуға түсіп кеттім біз оқу бітіретін жылдары жаңа облыстар құрыла бастады,O O O O O O O O O O O PERIOD O O O O O O O PERIOD
kzp_train_023678,бұл не деген ер адамның даусы естілді үйден,O QUESTION O O O O O PERIOD
kzp_train_046706,қорғасын-мырыш өнеркәсібінің қандай ірі орталықтары бар,O O O O O QUESTION
